ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore,LoanApproved
333,31,26923,510,0,1,6,17955,36,1,2,1,1307,0.4992153160732514,0,0,0.0961418367370381,0,2,0,26,12,6987,3033,73115,26009,2243.583333333333,0.8949240588934506,6,47106,0.247955,0.2352685979919903,699.9731274367036,0.8945391497693587,53.0,0
334,51,74246,583,0,3,27,26795,48,1,1,3,349,0.1566336915348754,3,1,0.3097615786511166,0,1,0,28,12,5625,494,111694,7718,6187.166666666667,0.8859031712800359,4,103976,0.230295,0.2659444036420076,912.4393446261056,0.2038799684227199,49.0,0
335,38,87561,591,0,1,17,34138,72,0,2,0,410,0.464392078082361,3,1,0.8066258367442091,0,3,0,22,6,292,120,42766,9396,7296.75,0.741563829008982,3,33370,0.253638,0.2615037031229467,943.825064606322,0.1855380908769413,60.0,0
336,30,15000,498,0,3,8,5936,60,0,2,3,298,0.1611320821485574,1,1,0.2444117047102474,0,3,1,24,13,1815,3157,175586,12525,1250.0,0.8020698218485134,4,163061,0.261936,0.2500394323387941,174.24317853876923,0.3777945428310154,55.0,0
337,36,64483,525,0,1,11,17279,36,2,1,0,177,0.2826089628814327,5,0,0.2594427207041143,0,3,0,14,16,8642,5221,203499,44720,3053.1666666666665,0.931596054296717,8,158779,0.239779,0.2753195596726385,710.3593309879478,0.2906357326233794,48.0,0
338,44,66790,596,0,3,18,15671,72,2,0,3,558,0.1401565948611616,1,2,0.3994284639777543,1,1,0,23,20,4065,1779,90708,66997,5565.833333333333,0.7480088531825277,2,23711,0.232671,0.2101507499706733,384.642207490596,0.1693622771356064,65.0,0
339,33,139115,548,0,3,10,10610,36,0,3,3,319,0.2053685754610479,4,2,0.3698036266786609,0,1,0,21,26,1950,1302,153480,15383,11592.916666666666,0.673022980916365,7,138097,0.22161,0.2287176634610652,410.0013551882122,0.062883343005848,38.400000000000006,1
340,30,23058,618,0,0,12,63485,60,0,1,1,432,0.4833572143293619,4,2,0.3424369179036167,0,1,0,30,11,10250,1380,25986,24121,1921.5,0.7890008706384621,6,1865,0.259485,0.229956213672937,1789.5123518689932,1.1561344532235198,54.0,0
341,42,67760,542,0,3,19,48408,120,2,0,0,413,0.2043036523685245,2,2,0.5163986726593724,0,1,0,26,4,38858,1080,112182,21085,5646.666666666667,0.9254825650707827,5,91097,0.332408,0.317614009473874,1339.533951061993,0.3103661070357721,59.0,0
342,42,31104,476,0,0,18,13149,48,1,0,0,655,0.3426533163511915,5,1,0.5042907440949208,0,3,0,22,19,15006,1172,36128,5869,2592.0,0.5158906471792029,2,30259,0.270149,0.2936608093994391,468.60716314395256,0.4334904178796113,59.0,0
343,33,82323,526,0,0,10,8350,36,2,5,0,408,0.1532111307448788,5,1,0.2604917986893078,0,0,0,22,26,9421,1334,289047,23465,6860.25,0.8790998440405231,9,265582,0.23035,0.2313044407214113,323.79414788932576,0.1066716443116979,35.2,1
344,34,27943,530,0,1,10,13164,60,0,0,3,479,0.0992720636666124,5,1,0.2061220889664225,1,0,0,18,2,3527,110,132827,25983,2328.583333333333,0.9783358900207266,5,106844,0.253164,0.2972135604450355,423.649800714784,0.3876390369172032,65.0,0
345,42,37699,487,0,0,19,29471,96,1,2,0,355,0.2509628446616912,2,0,0.0396521625797654,0,2,0,22,21,2367,538,67092,11274,3141.583333333333,0.8551896533962532,5,55818,0.320971,0.2986768928890899,809.9927468724634,0.3708298088137499,49.0,0
346,22,55160,566,0,0,2,19802,60,1,2,3,809,0.3975158657254108,3,3,0.1230095106336399,0,1,0,24,20,2491,2251,18277,10779,4596.666666666667,0.9219802533794188,4,7498,0.2418019999999999,0.2126609723522063,538.6789784805065,0.2931861447020681,50.0,0
347,23,81109,465,0,1,2,46928,24,0,2,2,352,0.3672221098465869,4,0,0.1324652091610328,0,3,0,28,28,3308,1571,183773,4190,6759.083333333333,0.9366221478241972,5,179583,0.289428,0.278404344660718,2571.9932671165943,0.4326020442293596,45.0,0
348,31,65622,431,0,3,9,35136,48,1,0,0,342,0.1262339995162814,6,1,0.4292483092526335,0,4,0,22,21,8234,138,14679,53780,5468.5,0.7812509144882609,4,6038,0.3146359999999999,0.360098550719662,1390.8154345005612,0.3168721650362185,55.0,0
349,37,86286,589,0,4,12,9686,24,2,0,0,687,0.0360132151671891,2,1,0.1236572939894225,0,1,0,23,18,3645,571,357294,67529,4153.0,0.6103979368477833,6,289765,0.190186,0.2282232,506.433812297145,0.2873666776540199,33.6,1
350,43,46001,476,0,4,22,55889,36,1,1,2,239,0.1658892774876587,7,2,0.1183994111699756,0,3,0,26,12,5012,437,18356,75930,3833.4166666666665,0.7103613067430398,1,8639,0.3028889999999999,0.3121335512360145,2409.87100636202,0.6909948061203939,50.0,0
351,57,192941,663,0,2,34,8954,48,1,2,3,430,0.4364907520987349,3,1,0.1083303251346709,1,3,0,16,24,4152,257,68953,19450,16078.416666666666,0.939598032038916,4,49503,0.172454,0.154734282454925,251.3506130522092,0.0423767232295184,44.0,1
352,50,62852,609,0,0,27,51450,48,1,2,0,390,0.3978770319458383,6,0,0.2564993713855187,0,3,0,24,27,7822,571,71768,23421,5237.666666666667,0.9016556136899072,4,48347,0.24195,0.2380399660757087,1671.794313780675,0.3936474856069512,49.0,0
353,38,35591,559,0,0,12,10270,12,2,3,0,533,0.2099644273434603,5,4,0.5346589129469114,0,0,0,29,9,935,921,54814,56231,2965.9166666666665,0.6830030382162389,2,4165,0.19577,0.2082672775919621,955.4246116903128,0.5018430316732813,60.0,0
354,39,74123,465,0,1,17,11531,60,1,3,2,185,0.1751282193875327,3,1,0.3750518732177731,0,1,0,26,17,2204,73,19372,23124,6176.916666666667,0.7593639056682054,4,4401,0.284031,0.2944045755990864,369.1136656403262,0.0897071622530646,42.400000000000006,1
355,27,59387,544,0,3,8,18400,72,1,1,0,720,0.1981211963771746,5,0,0.4068078297756348,0,3,0,20,20,5790,545,32190,4819,4948.916666666667,0.6299150831680809,6,27371,0.2613999999999999,0.2723374200115144,521.1591506543672,0.2507941099542392,55.0,0
356,39,19530,533,0,3,15,16936,60,1,2,2,643,0.2674216278217097,2,0,0.1114990527057087,0,3,0,20,14,7280,1233,90564,11153,1627.5,0.8410639607230453,7,79411,0.255436,0.2471657015591277,494.2837883187508,0.6987918822235027,50.0,0
357,36,64412,584,0,0,9,20574,48,0,0,0,459,0.2538646457809892,2,1,0.1248538658374024,0,3,0,29,25,3468,381,25288,179431,5367.666666666667,0.9212329577104844,6,3469,0.223574,0.221677080646925,650.0807132882481,0.2066225013888557,50.0,0
358,43,25619,511,0,1,19,13628,72,0,0,3,435,0.2869695579111579,4,1,0.2112471906511205,0,0,0,21,13,2991,948,39674,14261,2134.9166666666665,0.9054658380659468,6,25413,0.273128,0.2482655594810342,365.65077367925306,0.3750267100258026,54.0,0
359,30,22019,545,1,3,9,10094,48,2,2,2,175,0.1593787055965933,2,2,0.100713434706256,0,4,0,20,24,2444,5271,27005,5841,1834.9166666666667,0.8374394539809356,5,21164,0.232594,0.2346545226828594,326.1070992642812,0.2730952900300365,54.0,0
360,46,34332,598,0,1,26,34356,48,1,2,2,617,0.0171851303384639,6,0,0.3425910027002873,1,0,0,20,19,1411,3152,97165,17006,2861.0,0.6796881291044035,2,80159,0.230356,0.1912256339883194,1029.471763618201,0.5754882081853202,64.0,0
361,58,46693,650,0,3,37,30185,84,1,3,0,288,0.3170289655214109,3,0,0.0549110339363225,1,0,0,16,28,27102,1073,1447011,28452,3891.0833333333335,0.8480769967131372,6,1418559,0.230185,0.2137236304920302,695.458229666492,0.2527466377400874,39.2,1
362,38,34274,577,0,1,11,13000,36,2,0,3,265,0.2407215203546011,4,0,0.4960121077664681,0,2,0,27,25,3974,1019,34668,14445,2856.1666666666665,0.8324218178662227,3,20223,0.2095,0.1719435662577667,464.743899707742,0.2554976599315196,45.6,1
363,44,37382,577,0,0,22,61563,12,1,4,0,280,0.1610797031766364,0,1,0.3700102469664103,0,3,0,18,2,1661,478,277777,9042,3115.1666666666665,0.828365637260876,3,268735,0.238063,0.1983015686169998,5697.855029195704,1.9189519113570288,52.0,0
364,48,15248,515,0,3,27,19403,36,1,0,0,212,0.1634420928621077,3,1,0.4551029082502321,0,3,0,23,29,3845,292,30509,40003,1270.6666666666667,0.8873806744355331,4,5376,0.246903,0.2051613657350483,726.1978379193016,0.7383508692964073,57.0,0
365,35,39345,601,0,3,13,17206,24,1,0,2,357,0.4482045991103393,4,1,0.0240909671052111,0,2,0,26,2,16757,2328,63640,44716,3278.75,0.6296224078829487,5,18924,0.191706,0.1902694520001267,867.5559343587488,0.3734825571814712,53.0,0
366,42,20078,611,1,3,20,23166,60,1,1,0,282,0.4415547373559722,3,0,0.160886868383215,0,0,0,18,26,4448,2127,58499,10295,1673.1666666666667,0.832166490837298,4,48204,0.2226659999999999,0.2565009696445839,688.810238860567,0.580223272553382,53.0,0
367,40,162439,606,0,3,14,21107,60,0,1,0,639,0.0813730206653318,2,1,0.5457122744128271,0,3,0,22,4,892,975,57327,25861,13536.583333333334,0.9143607000170332,13,31466,0.223107,0.2577050827850497,629.0890131026287,0.0936786618806539,44.0,1
368,41,41973,650,0,0,21,21299,84,0,0,3,490,0.4266391657125456,0,0,0.5311142250124683,0,0,0,34,15,6975,1209,102275,124307,3497.75,0.8396890313998059,6,7651,0.221299,0.2046429439606382,478.94225942906434,0.2770187290198168,54.0,0
369,30,52828,652,0,2,5,26629,12,2,0,2,268,0.3075757829788659,4,0,0.1127473101817173,0,0,0,25,19,1393,748,188775,35689,4402.333333333333,0.6538592983472737,7,153086,0.165629,0.1884421327474991,2452.0580816921533,0.6178673616321997,40.0,0
370,40,78355,640,0,1,17,12575,120,1,1,2,454,0.0436639893408144,4,0,0.3476615780437784,0,4,0,29,20,9154,1165,582738,51952,6529.583333333333,0.7563211874235295,5,530786,0.247575,0.2379037108374484,275.4188227252646,0.1117098573505605,33.6,1
371,45,126823,460,0,4,20,21640,60,1,3,3,429,0.1640290561894337,1,0,0.0509531804526011,1,2,1,18,4,12681,2976,15657,7751,10568.583333333334,0.834052716884275,7,7906,0.29664,0.3248039025032838,733.4517144318323,0.1099912521638976,68.0,0
372,57,34903,535,0,2,31,54146,48,2,1,0,295,0.5391047586218397,6,1,0.3437752875442585,0,2,0,21,26,6496,603,116848,43380,2908.583333333333,0.9424393243027046,6,73468,0.281646,0.2772716802835633,1878.660901985221,0.7473263279323454,54.0,0
373,51,87835,632,0,1,28,16563,48,1,2,0,310,0.1637724168989604,3,0,0.4580893721686578,0,3,0,25,27,1365,436,32947,12571,7319.583333333333,0.8410664334116844,4,20376,0.195563,0.217151037749374,519.2767599126882,0.1132956238282263,40.8,1
374,65,94430,591,0,3,43,17300,48,2,1,2,329,0.2967504358852464,3,1,0.3196122334812001,0,0,0,25,27,1469,204,12007,30138,7869.166666666667,0.9778781847047776,9,10299,0.2168,0.2266727945469291,551.3415556449185,0.1118722722412265,42.400000000000006,1
375,30,58410,618,0,4,7,33096,108,1,3,1,187,0.4617702872808376,3,1,0.3675819303355213,0,3,0,22,15,2358,210,59893,12503,4867.5,0.6695507404201111,0,47390,0.269096,0.2651800541576536,807.5692460089549,0.2043285559340431,52.0,0
376,50,59113,615,0,1,28,15411,24,1,1,2,1408,0.3875904287906687,4,1,0.0444160092114354,0,4,1,26,1,3532,1047,80555,2437,4926.083333333333,0.9051914719070794,6,78118,0.182911,0.1975402842911906,782.5046463332419,0.4446747036353916,55.0,0
377,42,45271,568,0,2,23,20946,24,1,2,0,384,0.5671538603144004,4,2,0.3382244289751114,0,2,0,26,4,7825,1417,35166,35863,3772.5833333333335,0.7504025203961093,3,3434,0.2119459999999999,0.208865939886948,1075.1574590704963,0.3867793843486107,59.0,0
378,66,47088,475,0,1,40,22865,12,0,0,3,489,0.3339444845995768,1,0,0.3241205814823818,0,3,0,21,11,7611,1079,152278,56712,3924.0,0.8518192100262006,5,95566,0.250365,0.271500595097312,2197.112352655993,0.6845342386992846,53.0,0
379,30,39186,544,0,1,7,15937,36,2,3,3,495,0.0603940081044726,3,1,0.4240743174997644,0,0,1,27,11,4190,4018,152259,10213,3265.5,0.9562332380146789,5,142046,0.228937,0.2519175298273277,635.2697275477475,0.3461245529161683,58.0,0
380,29,35052,506,0,4,9,14359,84,3,0,2,516,0.415672173363491,1,3,0.2462711783025159,0,3,0,27,13,3494,171,178279,1516,2921.0,0.8943837450192434,3,176763,0.286359,0.3093838507483284,419.6663191804123,0.3203239709621405,50.0,0
381,32,77345,589,2,1,14,29198,60,2,1,3,1014,0.0807926660764408,1,4,0.1379139054133913,0,2,0,27,21,1197,1034,62263,14168,6445.416666666667,0.8941203004660765,6,48095,0.239698,0.2358017834250899,832.8671916761418,0.2865396121289508,52.0,0
382,18,23423,570,0,1,0,52430,12,1,4,3,215,0.8045085039124451,3,1,0.2999916190596574,0,4,0,19,21,5012,4126,222980,23859,1951.9166666666667,0.8869481242898342,4,199121,0.23243,0.2286126983395449,4928.911885794866,2.6353132660008707,53.0,0
383,33,74922,576,0,0,9,15354,48,1,3,3,672,0.3343330742045367,1,1,0.1467468203710842,0,0,0,25,20,1334,1002,38478,24807,6243.5,0.8037174727051324,5,13671,0.222354,0.2080753125416122,473.8592398841773,0.1835283478632461,40.0,1
384,30,119257,521,0,4,9,49386,60,2,1,0,425,0.397727050146264,4,1,0.4421428416353963,0,1,0,22,14,1524,4180,160193,176809,9938.083333333334,0.7589344846337112,1,6861,0.293886,0.3382061722069652,1715.6091410574552,0.2153945654568659,55.0,0
385,41,62019,599,0,1,19,24378,96,1,3,2,257,0.2294132249987219,0,1,0.1574240695660705,0,3,0,24,12,3482,1101,670349,7167,5168.25,0.8856115418177488,4,663182,0.259878,0.3100767926368765,689.4711085046445,0.1831318354384258,33.6,1
386,44,15132,551,0,0,21,12154,36,1,3,3,195,0.3568238436149107,4,1,0.3393342414769026,0,0,0,29,11,3959,1311,26658,173022,1261.0,0.7325370382911225,5,2077,0.221654,0.232220277116021,471.8855919141271,0.5288545534608462,56.0,0
387,62,98825,663,0,0,41,12862,12,0,2,3,90,0.452842967273553,1,2,0.3708995959323932,0,2,0,14,19,1215,1239,4971,53232,8235.416666666666,0.8711693711561141,7,3328,0.146362,0.1603827835636653,1167.2132899449405,0.1526593420626287,38.400000000000006,1
388,51,35954,603,0,1,27,21732,108,1,2,3,503,0.2853546012067132,4,0,0.4227111926088286,0,2,0,27,21,5430,1385,22133,42978,2996.1666666666665,0.8338466556250691,5,8380,0.265232,0.2960401317877701,577.6828553359917,0.3606884981930217,54.0,0
389,33,27379,557,0,3,10,42959,24,1,0,0,817,0.1138687495019542,3,3,0.0372829981700588,0,3,0,13,17,13305,2213,196337,9239,2281.583333333333,0.6657390647176077,10,187098,0.2394589999999999,0.2586945700295591,2311.5700545685613,1.3712276071011626,47.0,0
390,29,40688,550,0,3,7,22853,48,2,0,2,145,0.4429660339202055,3,1,0.5342308483118097,0,1,0,27,17,4947,3518,62255,35939,3390.6666666666665,0.848859486653971,4,26316,0.242853,0.2902697391285569,809.962450253111,0.2816444505268711,60.0,0
391,45,93411,551,0,3,26,23157,72,2,3,0,499,0.0864233695547396,1,0,0.4042919518418408,0,0,0,24,2,3177,1007,4184,7492,7784.25,0.9099151612267554,11,8165,0.262657,0.210127270311488,568.3529856927292,0.1371169972306554,46.400000000000006,1
392,24,21210,572,0,4,3,23434,60,1,3,0,385,0.6319312227532125,4,1,0.1396741010153708,0,3,0,25,18,519,446,31696,10550,1767.5,0.7987586972829042,4,21146,0.242434,0.2519140394483219,690.4510009676773,0.6084588407172149,54.0,0
393,61,55593,643,0,0,37,23776,96,0,0,0,860,0.4900272194765173,2,0,0.19221188455781,0,0,0,17,19,224,51,62353,5221,4632.75,0.8475857178851363,6,57132,0.237276,0.2380021693471044,555.9367792498579,0.3056363454211554,46.0,0
394,54,184838,569,0,1,33,31331,36,0,1,2,369,0.1764761336097022,1,0,0.3467122146908664,0,2,0,21,14,2826,1413,27794,11692,15403.166666666666,0.756433137998371,4,16102,0.231831,0.2351863010972424,1221.2996803475137,0.1032449829806109,40.8,1
395,34,27349,484,2,4,9,47668,108,1,2,0,396,0.7296453193456595,5,0,0.0407752080395278,0,3,0,24,1,42091,1261,153976,26773,2279.083333333333,0.8337848784132298,5,127203,0.350668,0.3008152631432475,1283.470365205548,0.7369060800199851,57.0,0
396,19,33191,576,0,3,0,19786,36,1,1,0,523,0.0945129335256683,2,1,0.2562940967824819,0,2,0,26,4,1166,6425,595464,6806,2765.9166666666665,0.8751706680482905,8,588658,0.216786,0.2290581701886789,764.939625493766,0.4656465760575214,47.0,0
397,56,24858,536,0,3,32,6505,48,2,1,3,827,0.4343008742342029,0,1,0.2123531803966269,0,2,0,32,16,10324,1064,157789,41509,2071.5,0.9018081084062212,7,116280,0.233505,0.2112946111589402,201.88508038972924,0.4966860151531398,51.0,0
398,38,86622,627,0,4,13,23891,84,1,0,3,338,0.2318107367879083,6,2,0.4487374828848818,1,1,0,35,24,2082,1579,110529,33445,7218.5,0.8952676859734487,4,77084,0.235391,0.2419115948921702,592.4204354519395,0.1288938748288342,62.0,0
399,54,31769,526,1,1,30,26082,60,0,4,3,568,0.2968591316928597,3,2,0.2769955574952578,0,2,0,32,5,1607,1652,12682,7411,2647.4166666666665,0.811310535557946,7,5271,0.268082,0.2732068794565873,801.4291353470143,0.5172699683390781,58.0,0
400,20,15000,542,0,3,0,17597,36,2,3,3,347,0.4570341909209233,4,1,0.0987855545258792,0,0,0,24,9,21806,2838,24644,4478,1250.0,0.7135437583505105,6,20166,0.231597,0.2189635585973578,671.0942510397615,0.8144754008318092,54.0,0
401,32,83854,597,0,4,9,29295,72,0,2,2,546,0.4176882134420199,3,1,0.132286721126757,0,1,0,33,9,18797,1275,25640,70511,6987.833333333333,0.8558835888592573,6,7686,0.2457949999999999,0.196636,695.9973747649169,0.1777371204376535,40.8,1
402,40,61340,617,0,1,13,24442,24,1,1,2,174,0.033005207476104,4,1,0.1921269067286057,0,1,0,28,26,1887,2293,49705,6824,5111.666666666667,0.7935940044520419,6,42881,0.190942,0.1984178285309243,1242.1068533198718,0.2770342719243309,46.0,0
403,40,29436,561,2,4,19,48570,24,1,0,0,286,0.4510439702644925,7,0,0.1875357491361143,0,1,0,25,7,5928,1842,18180,4725,2453.0,0.7718180472014191,4,13455,0.2430699999999999,0.2554915489019365,2605.656480413052,1.1788244926266007,57.0,0
404,34,40420,607,0,3,14,46281,24,1,0,3,434,0.2013227357118773,3,2,0.3762658830530577,0,1,0,25,5,4169,3015,19441,27821,3368.333333333333,0.4851044923611497,3,1912,0.2177809999999999,0.2292688948239002,2422.2094243030524,0.8479592551122372,54.0,0
405,47,25328,567,0,0,27,18232,48,1,0,3,356,0.0991134052669205,5,0,0.7496143956700834,0,0,0,26,19,1735,7943,26445,16616,2110.6666666666665,0.9422450214691452,2,9829,0.229732,0.2456969180792569,600.1533154876681,0.4530100989360399,59.0,0
406,27,86106,566,1,1,5,25057,36,0,0,2,385,0.2010120370055949,5,0,0.1884485867099073,0,3,0,33,11,14175,476,53626,14841,7175.5,0.7526101856012274,9,38785,0.2270569999999999,0.206504430721887,939.533012793204,0.1845910407348901,41.6,1
407,38,49168,617,1,0,18,16722,36,3,0,2,315,0.1845029257278995,3,0,0.3743230206375406,0,2,0,25,21,663,1650,100987,54061,4097.333333333333,0.8581691392005116,6,46926,0.193222,0.1936571989605808,616.0583814890242,0.2272352053748025,54.0,0
408,41,24075,506,0,3,15,23360,24,2,2,0,473,0.2091568968108146,2,2,0.4634034595708375,0,3,1,25,18,5529,514,58320,20984,2006.25,0.5722375919212529,3,37336,0.2453599999999999,0.269723815614816,1269.9950923981858,0.8687826005723044,64.0,0
409,46,27464,513,0,3,23,8521,60,1,0,1,269,0.4121227068228622,6,1,0.3124644225409352,0,3,0,29,27,3550,3172,49313,11764,2288.6666666666665,0.8131457329557301,4,37549,0.257021,0.2991205685749381,275.223177449143,0.2377904940791478,57.0,0
410,48,34814,615,0,1,24,16517,48,1,2,2,387,0.5611187221393598,1,0,0.0328513135491678,0,3,0,28,10,4328,1799,15120,7116,2901.1666666666665,0.6073016324467979,5,8004,0.204017,0.2395050974819776,538.032712962878,0.3188485251782196,49.0,0
411,26,23563,617,0,0,4,66228,24,1,3,2,362,0.3150731565260343,3,1,0.3009470971654895,0,3,1,18,10,2831,2332,72333,4726,1963.5833333333333,0.3174312066291725,5,67607,0.232728,0.255335320217564,3552.4424917573524,1.993519921108867,57.0,0
412,21,88618,580,0,3,1,16561,36,3,0,1,662,0.36763501192933,3,4,0.4592182719652231,0,3,0,19,8,4620,4613,13507,24718,7384.833333333333,0.7511895308976972,5,9748,0.211561,0.1813289721737068,599.8244860040409,0.1708670228627196,56.0,0
413,55,123514,632,0,1,35,18885,60,1,0,1,612,0.6509878040795183,1,0,0.1024944062688554,0,1,0,19,6,2215,2437,17771,10230,10292.833333333334,0.8369831401853557,6,7541,0.207885,0.2494619999999999,553.7042480953171,0.1132539710246919,49.0,0
414,43,44674,574,0,0,22,31311,24,2,1,3,538,0.3494580962913112,1,1,0.278403943852734,0,3,0,23,16,1576,207,63680,40187,3722.8333333333335,0.758594686128477,10,23493,0.219311,0.2323262927885754,1643.4790559058115,0.5859727956052679,53.0,0
415,31,34622,588,2,0,8,19939,48,1,1,2,240,0.3316163860376355,6,2,0.2048915004058414,0,1,0,31,20,2785,222,119926,9842,2885.1666666666665,0.8392778997992267,8,110084,0.220939,0.2374440683647457,647.2338119108497,0.3075156184775633,52.0,0
416,58,27715,589,0,1,34,18879,36,1,1,2,764,0.6694013350686344,0,0,0.1871141557419203,0,3,0,32,21,2171,429,15121,212538,2309.583333333333,0.7816927476585983,7,4498,0.209379,0.225295942142976,726.18021279656,0.6452160401789182,54.0,0
417,41,42964,546,0,0,17,16100,72,1,3,2,157,0.5579986381807548,7,0,0.3839663788393995,0,0,0,22,23,1152,1149,81363,38761,3580.333333333333,0.8462551138385543,4,42602,0.2581,0.2322303781554777,416.3006329766673,0.1601249324020111,56.0,0
418,54,87263,575,0,1,34,21495,60,1,0,0,242,0.1655074739903254,3,4,0.1046701113697443,0,2,0,21,29,651,227,127193,26600,7271.916666666667,0.8614765385701152,5,100593,0.238995,0.2494078741877293,630.1607319938139,0.1199354684565711,35.2,1
419,40,81906,456,0,3,18,78598,36,1,0,0,447,0.4567445665557759,3,1,0.4597129880451889,0,3,0,28,15,4418,343,64751,4292,6825.5,0.8256304124843663,4,60459,0.335598,0.3557464774472288,3581.071272071459,0.5901503585190037,54.0,0
420,64,36477,577,0,3,44,28510,72,1,1,3,210,0.0521072363607904,4,2,0.3517629676664932,0,2,0,25,18,313,607,108038,28726,3039.75,0.8320891317988713,4,79312,0.25501,0.2815801928337187,824.1339950311676,0.3402036335327469,52.0,0
